Source,Target,Weight
receptor,titre,4
receptor,translation,4
receptor,una,4
receptor,vaccine candidate,4
receptor,vesicular stomatitis virus,4
receptor,western blot,4
receptor,world health organization,4
receptor,respiratory infection,3
receptor,swab,3
receptor,topic,3
receptor,transfection,3
receptor,university,3
receptor,vero cell,3
receptor,viral particle,3
receptor,vlp,3
receptor,vsv,3
receptor,western blot analysis,3
receptor,woman,3
receptor,resource,2
receptor,respiratory pathogen,2
receptor,rhinovirus,2
receptor,serum sample,2
receptor,study design,2
receptor,swine,2
receptor,taiwan,2
receptor,template,2
receptor,theory,2
receptor,transplantation,2
receptor,university hospital,2
receptor,vaccine strain,2
receptor,viral agent,2
receptor,viral pneumonia,2
receptor,viral respiratory infection,2
receptor,viral titer,2
receptor,virale,2
receptor,virus isolation,2
receptor,young child,2
receptor,scale,1
receptor,score,1
receptor,september,1
receptor,society,1
receptor,standard,1
receptor,supply,1
receptor,surveillance system,1
receptor,survey,1
receptor,team,1
receptor,throat swab,1
receptor,travel,1
receptor,united state,1
receptor,united states,1
receptor,upper respiratory tract infection,1
receptor,user,1
receptor,variable,1
receptor,ventilation,1
receptor,vietnam,1
receptor,viral antigen,1
receptor,virus detection,1
receptor,ward,1
receptor,winter,1
regulation,replication,44
regulation,structure,39
regulation,rna,29
regulation,vitro,27
regulation,transcript,22
regulation,transcription,22
regulation,sequence,20
regulation,translation,18
regulation,signal,17
regulation,t cell,17
regulation,viral replication,17
regulation,vivo,17
regulation,virus replication,16
regulation,release,15
regulation,tnf,15
regulation,residue,14
regulation,risk,14
regulation,synthesis,14
regulation,threat,14
regulation,stimulation,13
regulation,transcription factor,13
regulation,substrate,12
regulation,situation,11
regulation,standard,11
regulation,viral protein,11
regulation,toll,10
regulation,resource,9
regulation,rna virus,8
regulation,tgev,8
regulation,yeast,8
regulation,service,7
regulation,subunit,7
regulation,surveillance,7
regulation,target cell,7
regulation,total,7
regulation,transfection,6
regulation,united states,6
regulation,virus entry,6
regulation,western blot analysis,6
regulation,science,5
regulation,staining,5
regulation,survey,5
regulation,topic,5
regulation,transportation,5
regulation,viral entry,5
regulation,viral rna,5
regulation,rt pcr,4
regulation,segment,4
regulation,society,4
regulation,structural protein,4
regulation,suppression,4
regulation,symptom,4
regulation,taiwan,4
regulation,transmissible gastroenteritis virus,4
regulation,united state,4
regulation,viral titer,4
regulation,virion,4
regulation,virus titer,4
regulation,ward,4
regulation,western blotting,4
regulation,wild type,4
regulation,wuhan,4
regulation,researcher,3
regulation,sequence analysis,3
regulation,specimen,3
regulation,staff,3
regulation,surveillance system,3
regulation,swine,3
regulation,t lymphocyte,3
regulation,toxicity,3
regulation,training,3
regulation,tropism,3
regulation,vero cell,3
regulation,viral genome,3
regulation,western blot,3
regulation,worker,3
regulation,respiratory virus,2
regulation,risk factor,2
regulation,sex,2
regulation,specific,2
regulation,specific antibody,2
regulation,spike,2
regulation,subject,2
regulation,supply,2
regulation,team,2
regulation,transplantation,2
regulation,uncertainty,2
regulation,user,2
regulation,variable,2
regulation,virus particle,2
regulation,web,2
regulation,world health organization,2
regulation,respiratory infection,1
regulation,respiratory pathogen,1
regulation,respiratory syncytial virus,1
regulation,rhinovirus,1
regulation,rotavirus,1
regulation,scale,1
regulation,scenario,1
regulation,score,1
regulation,season,1
regulation,section,1
regulation,september,1
regulation,sera,1
regulation,serum sample,1
regulation,spike protein,1
regulation,study period,1
regulation,template,1
regulation,test result,1
regulation,theory,1
regulation,titer,1
regulation,titre,1
regulation,travel,1
regulation,una,1
regulation,university,1
regulation,upper respiratory tract infection,1
regulation,vaccine candidate,1
regulation,vaccine strain,1
regulation,vesicular stomatitis virus,1
regulation,vietnam,1
regulation,viral agent,1
regulation,viral antigen,1
regulation,viral particle,1
regulation,virus genome,1
regulation,virus isolation,1
regulation,vsv,1
regulation,young child,1
release,replication,42
release,vitro,25
release,virion,21
release,structure,20
release,tnf,16
release,sequence,15
release,synthesis,15
release,viral replication,15
release,risk,14
release,virus particle,13
release,virus entry,12
release,rna,11
release,virus replication,11
release,vivo,11
release,target cell,10
release,viral protein,10
release,viral rna,10
release,residue,9
release,t cell,9
release,symptom,8
release,resource,7
release,signal,7
release,subject,7
release,tgev,7
release,threat,7
release,translation,7
release,sera,6
release,stimulation,6
release,structural protein,6
release,suppression,6
release,toxicity,6
release,respiratory infection,5
release,rhinovirus,5
release,rna virus,5
release,rt pcr,5
release,scenario,5
release,science,5
release,situation,5
release,society,5
release,toll,5
release,transcription,5
release,viral entry,5
release,viral genome,5
release,vlp,5
release,researcher,4
release,subunit,4
release,supply,4
release,surveillance,4
release,transmissible gastroenteritis virus,4
release,world health organization,4
release,wuhan,4
release,young child,4
release,rotavirus,3
release,section,3
release,serotype,3
release,service,3
release,specific antibody,3
release,substitution,3
release,substrate,3
release,t lymphocyte,3
release,training,3
release,transfection,3
release,vero cell,3
release,virus genome,3
release,web,3
release,western blot,3
release,wild type,3
release,yeast,3
release,respiratory syncytial virus,2
release,respiratory virus,2
release,risk factor,2
release,rsv,2
release,segment,2
release,sex,2
release,specific,2
release,spike,2
release,survey,2
release,swab,2
release,swine,2
release,team,2
release,template,2
release,transcription factor,2
release,travel,2
release,tropism,2
release,university,2
release,variable,2
release,ventilation,2
release,vesicular stomatitis virus,2
release,viral antigen,2
release,viral particle,2
release,viremia,2
release,vsv,2
release,western blotting,2
release,woman,2
release,respiratory pathogen,1
release,scale,1
release,score,1
release,season,1
release,september,1
release,sequence analysis,1
release,serum sample,1
release,spike protein,1
release,staining,1
release,study design,1
release,study period,1
release,summary background,1
release,t cell response,1
release,theory,1
release,throat swab,1
release,topic,1
release,total,1
release,total number,1
release,transcript,1
release,uncertainty,1
release,united state,1
release,united states,1
release,university hospital,1
release,vaccine candidate,1
release,vaccine strain,1
release,viral respiratory infection,1
release,viral titer,1
release,visit,1
release,vomiting,1
release,western blot analysis,1
replication,vitro,110
replication,viral replication,99
replication,structure,77
replication,rna,76
replication,virus replication,74
replication,rna virus,64
replication,sequence,48
replication,transcription,48
replication,viral protein,48
replication,synthesis,42
replication,translation,42
replication,virion,42
replication,viral rna,35
replication,vivo,34
replication,transcript,29
replication,viral genome,26
replication,titer,25
replication,suppression,23
replication,vero cell,23
replication,transfection,22
replication,residue,21
replication,virus particle,21
replication,target cell,19
replication,tgev,19
replication,tropism,18
replication,rotavirus,17
replication,tnf,16
replication,serotype,15
replication,signal,15
replication,t cell,15
replication,template,15
replication,viral entry,15
replication,structural protein,14
replication,vesicular stomatitis virus,14
replication,viral titer,14
replication,virus titer,14
replication,vsv,14
replication,wild type,14
replication,rt pcr,13
replication,subunit,13
replication,viral antigen,13
replication,spike,12
replication,toxicity,12
replication,substrate,11
replication,titre,11
replication,respiratory syncytial virus,10
replication,respiratory virus,10
replication,segment,10
replication,staining,10
replication,transcription factor,10
replication,virus entry,9
replication,risk,8
replication,stimulation,8
replication,transmissible gastroenteritis virus,8
replication,virus genome,8
replication,western blot,8
replication,young child,8
replication,sequence analysis,7
replication,symptom,7
replication,vaccine strain,7
replication,viremia,7
replication,yeast,7
replication,sera,6
replication,substitution,6
replication,swine,6
replication,threat,6
replication,vaccine candidate,6
replication,specific antibody,5
replication,theory,5
replication,toll,5
replication,viral particle,5
replication,western blotting,5
replication,rhinovirus,4
replication,rsv,4
replication,scale,4
replication,specific,4
replication,spike protein,4
replication,subject,4
replication,t cell response,4
replication,total,4
replication,upper respiratory tract infection,4
replication,respiratory pathogen,3
replication,score,3
replication,section,3
replication,situation,3
replication,surveillance,3
replication,t lymphocyte,3
replication,viral agent,3
replication,viral respiratory infection,3
replication,virus isolation,3
replication,vlp,3
replication,western blot analysis,3
replication,resource,2
replication,respiratory infection,2
replication,season,2
replication,society,2
replication,specimen,2
replication,united states,2
replication,virale,2
replication,vomiting,2
replication,researcher,1
replication,risk factor,1
replication,scenario,1
replication,serum sample,1
replication,standard,1
replication,study design,1
replication,summary background,1
replication,supply,1
replication,survey,1
replication,swab,1
replication,test result,1
replication,topic,1
replication,transplantation,1
replication,transportation,1
replication,travel,1
replication,una,1
replication,united state,1
replication,university,1
replication,variable,1
replication,vietnam,1
replication,worker,1
replication,wuhan,1
researcher,threat,21
researcher,risk,18
researcher,science,18
researcher,structure,18
researcher,resource,16
researcher,sequence,16
researcher,wuhan,14
researcher,topic,13
researcher,university,13
researcher,user,12
researcher,world health organization,11
researcher,symptom,10
researcher,team,10
researcher,society,9
researcher,united states,9
researcher,scale,8
researcher,subject,8
researcher,service,7
researcher,surveillance,7
researcher,viral genome,7
researcher,scenario,6
researcher,situation,6
researcher,survey,6
researcher,training,6
researcher,september,5
researcher,staff,5
researcher,surveillance system,5
researcher,taiwan,5
researcher,travel,5
researcher,vitro,5
researcher,web,5
researcher,worker,5
researcher,theory,4
researcher,virion,4
researcher,respiratory virus,3
researcher,risk factor,3
researcher,rna,3
researcher,rna virus,3
researcher,score,3
researcher,sera,3
researcher,signal,3
researcher,supply,3
researcher,tnf,3
